Lee, C 		0	0	1.2	5.40	1	1	0	3.00	-	-	.500	.556	1.056	16.20	5.40	21.60	3.00	23.40
Lee, Z 		0	1	4.2	13.50	7	7	1	2.57	.000	3.50	.500	.739	1.239	5.79	1.93	21.21	3.00	19.29
Leon, A 		0	2	26.2	4.39	14	13	3	1.46	.000	1.04	.342	.437	.779	6.41	3.04	10.13	2.11	15.98
Leone, D 		0	5	15.0	8.40	15	14	2	1.87	.000	1.00	.392	.492	.884	5.40	5.40	11.40	1.00	19.13
Lindgren, J 		0	0	7.0	5.14	4	4	3	1.29	-	1.00	.310	.625	.935	10.29	5.14	6.43	2.00	16.57
Logan, B 		0	3	35.1	4.33	17	17	3	1.61	.000	1.21	.371	.385	.756	11.21	4.33	10.19	2.59	18.62
Luetge, L 		0	0	2.1	0.00	0	0	0	0.86	-	1.00	.250	.000	.250	7.71	7.71	0.00	1.00	14.14
Marimon, S 		0	1	25.2	7.36	21	21	3	1.71	.000	0.74	.379	.540	.919	4.91	4.91	10.52	1.00	16.29
Mariot, M 		0	0	3.0	3.00	1	1	1	1.33	-	0.40	.333	.500	.833	3.00	6.00	6.00	0.50	14.67
Marksberry, M 		0	3	23.1	5.01	16	13	2	1.63	.000	0.66	.361	.416	.777	8.10	6.17	8.49	1.31	17.49
Marshall, E 		0	2	13.1	6.08	9	9	3	1.88	.000	1.90	.410	.589	.999	4.73	3.38	13.50	1.40	16.73
Martin, C 		0	2	20.2	5.66	13	13	2	1.65	.000	1.71	.354	.424	.777	7.84	2.61	12.19	3.00	18.92
Mazzaro, V 		0	0	12.0	3.75	6	5	0	1.75	-	0.47	.382	.468	.850	4.50	4.50	11.25	1.00	16.67
Mazzoni, C 		0	0	8.2	20.77	22	20	2	3.23	-	1.43	.528	.787	1.316	8.31	5.19	23.88	1.60	23.19
McGough, S 		0	0	6.2	9.45	7	7	0	2.40	-	4.00	.457	.484	.941	5.40	5.40	16.20	1.00	21.60
Mendez, R 		0	1	13.2	5.27	8	8	2	1.61	.000	0.32	.397	.490	.886	6.59	5.27	9.22	1.25	17.12
Meyer, A 		0	0	2.2	16.88	5	5	2	2.63	-	0.67	.500	.909	1.409	10.13	10.13	13.50	1.00	24.37
Mills, B 		0	0	5.0	5.40	3	3	1	1.60	-	0.44	.391	.524	.915	1.80	1.80	12.60	1.00	15.60
Mitchell, B 		0	2	29.2	6.37	24	21	4	1.79	.000	1.57	.385	.432	.817	8.80	4.85	11.22	1.81	20.09
Montas, F 		0	2	15.0	4.80	8	8	1	1.53	.000	0.53	.348	.351	.699	12.00	5.40	8.40	2.22	19.07
Montero, R 		0	1	10.0	4.50	6	5	0	1.40	.000	1.38	.311	.350	.661	11.70	4.50	8.10	2.60	19.20
Moore, T 		0	0	0.2	0.00	0	0	0	0.00	-	1.00	.333	.000	.333	0.00	0.00	0.00	-	7.50
Morris, A 		0	0	0.2	67.50	5	5	1	9.00	-	1.00	.750	1.200	1.950	0.00	40.50	40.50	0.00	37.50
Murata, T 		0	1	3.1	8.10	5	3	2	1.50	.000	0.80	.313	.733	1.046	5.40	2.70	10.80	2.00	20.70
Murphy, D 		0	0	0.1	0.00	5	0	1	9.00	-	0.00	.667	1.250	1.917	0.00	27.00	54.00	0.00	57.00
Murray, C 		0	1	7.2	5.87	5	5	2	1.70	.000	1.50	.351	.543	.894	10.57	2.35	12.91	4.50	19.43
Nathan, J 		0	0	0.1	0.00	0	0	0	0.00	-	-	.000	.000	.000	27.00	0.00	0.00	-	12.00
Noesi, H 		0	4	32.2	6.89	26	25	7	1.78	.000	0.87	.383	.537	.920	6.06	4.68	11.30	1.29	18.64
O'Rourke, R 		0	0	22.0	6.14	15	15	3	1.41	-	0.83	.323	.338	.660	9.82	6.14	6.55	1.60	17.95
Ogando, N 		0	0	4.0	9.00	5	4	0	2.25	-	1.00	.429	.474	.902	4.50	4.50	15.75	1.00	21.00
Pazos, J 		0	0	5.0	0.00	0	0	0	1.20	-	0.71	.300	.176	.476	5.40	5.40	5.40	1.00	17.20
Peacock, B 		0	1	5.0	5.40	3	3	0	1.40	.000	0.57	.364	.444	.808	5.40	3.60	9.00	1.50	17.00
Pimentel, S 		0	1	11.1	3.97	5	5	1	1.24	.000	1.08	.311	.341	.653	5.56	2.38	8.74	2.33	14.56
Pinder, B 		0	2	27.2	2.93	9	9	4	1.52	.000	0.67	.344	.486	.830	8.13	4.55	9.11	1.79	17.42
Pino, Y 		0	2	19.1	3.26	8	7	2	1.34	.000	0.59	.317	.418	.735	6.05	1.40	10.71	4.33	14.43
Raburn, R 		0	0	0.2	0.00	2	0	0	3.00	-	0.00	.500	.333	.833	0.00	13.50	13.50	0.00	37.50
Ramirez, A 		0	0	1.0	0.00	0	0	0	1.00	-	2.00	.400	.500	.900	0.00	0.00	9.00	-	28.00
Ramirez, N 		0	1	13.0	4.15	12	6	3	1.54	.000	0.73	.361	.442	.803	9.00	4.85	9.00	1.86	19.15
Ranaudo, A 		0	1	15.1	7.63	13	13	2	1.70	.000	0.35	.380	.475	.856	6.46	4.70	10.57	1.38	19.11
Rasmus, C 		0	0	20.2	5.23	12	12	3	1.26	-	0.79	.310	.387	.697	11.76	4.79	6.53	2.45	18.24
Rearick, C 		0	0	3.0	12.00	4	4	2	2.67	-	3.00	.533	1.154	1.687	12.00	6.00	18.00	2.00	19.33
Redmond, T 		0	0	16.0	7.31	13	13	3	1.50	-	0.31	.347	.500	.847	7.31	3.94	9.56	1.86	17.44
Reed, C 		0	0	4.0	4.50	2	2	0	1.75	-	1.00	.412	.375	.787	2.25	2.25	13.50	1.00	12.75
Reynolds, M 		0	0	13.2	4.61	7	7	6	1.54	-	1.00	.355	.593	.947	11.85	4.61	9.22	2.57	17.05
Rienzo, A 		0	1	19.2	5.95	14	13	2	1.53	.000	1.15	.352	.392	.744	6.86	5.95	7.78	1.15	18.15
Rivera, R 		0	0	0.0	-.--	0	0	0	-	-	-	-	-	.000	-	-	-	-	-
Roach, D 		0	1	3.1	10.80	4	4	0	2.70	.000	1.67	.500	.529	1.029	2.70	2.70	21.60	1.00	18.30
Robinson, C 		0	0	1.0	0.00	0	0	0	1.00	-	1.00	.250	.250	.500	9.00	0.00	9.00	-	9.00
Robinson, S 		0	0	1.0	0.00	0	0	0	1.00	-	1.00	.250	.000	.250	9.00	9.00	0.00	1.00	14.00
Rodriguez, P 		0	0	10.1	2.61	3	3	0	1.26	-	1.33	.310	.316	.625	6.97	2.61	8.71	2.67	16.94
Rollins, D 		0	2	25.0	7.56	21	21	3	1.80	.000	1.50	.402	.523	.925	7.56	2.88	13.32	2.63	18.08
Romero, E 		0	2	30.0	5.10	18	17	1	1.73	.000	0.78	.374	.424	.798	9.30	3.90	11.70	2.38	19.93
Romo, S 		0	5	57.1	2.98	20	19	3	1.06	.000	1.16	.272	.350	.622	11.15	1.57	8.01	7.10	15.37
Rondon, J 		0	1	14.1	13.19	26	21	3	2.58	.000	0.94	.457	.639	1.096	5.65	5.65	17.58	1.00	20.37
Rosales, A 		0	0	2.0	9.00	3	2	2	1.50	-	0.67	.333	1.000	1.333	4.50	4.50	9.00	1.00	17.50
Rosin, S 		0	0	2.0	22.50	5	5	1	4.00	-	1.50	.643	1.091	1.734	0.00	4.50	31.50	0.00	26.00
Ross, R 		0	2	60.2	3.86	28	26	7	1.30	.000	1.76	.319	.409	.729	7.86	2.97	8.75	2.65	16.58
Ross, D 		0	0	2.0	0.00	0	0	0	0.00	-	2.00	.000	.000	.000	0.00	0.00	0.00	-	9.50
Rucinski, D 		0	2	7.0	7.71	6	6	1	2.29	.000	1.00	.486	.536	1.021	5.14	7.71	12.86	0.67	22.00
Russell, J 		0	2	34.0	5.29	24	20	3	1.50	.000	1.08	.347	.489	.836	5.29	2.38	11.12	2.22	16.38
Ryan, B 		0	0	2.0	0.00	0	0	0	1.00	-	0.20	.250	.250	.500	0.00	0.00	9.00	-	14.00
Santos, S 		0	0	16.1	4.96	9	9	3	1.41	-	1.00	.315	.477	.792	9.92	3.86	8.82	2.57	15.43
Schugel, A 		0	0	9.0	5.00	13	5	2	2.44	-	2.00	.431	.587	1.018	5.00	5.00	17.00	1.00	21.22
Schultz, B 		0	1	43.0	3.56	19	17	7	1.07	.000	1.07	.272	.365	.637	6.49	2.93	6.70	2.21	14.77
Smith, C 		0	0	1.1	33.75	5	5	0	6.00	-	1.00	.692	.667	1.359	13.50	20.25	33.75	0.67	36.00
Smith, J 		0	4	32.2	6.89	27	25	5	1.93	.000	0.80	.422	.504	.926	8.27	5.79	11.57	1.43	20.27
Soto, G 		0	0	3.1	0.00	0	0	0	0.90	-	2.33	.231	.231	.462	0.00	0.00	8.10	-	13.20
Stammen, C 		0	0	4.0	0.00	0	0	0	1.25	-	1.25	.294	.231	.525	6.75	6.75	4.50	1.00	16.25
Stites, M 		0	0	8.2	12.46	14	12	1	2.19	-	0.90	.432	.526	.958	6.23	5.19	14.54	1.20	19.85
Straily, D 		0	1	16.2	5.40	11	10	2	1.44	.000	0.95	.329	.418	.747	7.56	4.32	8.64	1.75	17.46
Sucre, J 		0	0	2.0	13.50	3	3	1	3.00	-	0.67	.545	.909	1.455	0.00	0.00	27.00	-	13.00
Surkamp, E 		0	0	3.1	10.80	4	4	2	1.50	-	1.50	.438	.769	1.207	10.80	2.70	10.80	4.00	15.30
Suzuki, I 		0	0	1.0	9.00	1	1	0	2.00	-	0.50	.400	.800	1.200	0.00	0.00	18.00	-	18.00
Swarzak, A 		0	0	13.1	3.38	9	5	1	1.65	-	1.36	.361	.439	.799	8.78	2.70	12.15	3.25	14.85
Teaford, E 		0	0	5.2	1.59	1	1	0	1.41	-	0.83	.375	.400	.775	6.35	4.76	7.94	1.33	16.94
Tepera, R 		0	2	33.0	3.27	14	12	8	0.88	.000	1.11	.250	.420	.670	6.00	1.64	6.27	3.67	14.09
Thielbar, C 		0	0	5.0	5.40	3	3	0	1.00	-	4.00	.263	.316	.579	9.00	0.00	9.00	-	16.20
Thornburg, T 		0	2	34.1	3.67	22	14	7	1.25	.000	0.69	.305	.418	.723	8.91	3.15	8.13	2.83	18.79
Tonkin, M 		0	0	23.1	3.47	9	9	4	1.29	-	1.45	.313	.386	.699	7.33	3.47	8.10	2.11	15.51
Torres, A 		0	0	34.1	3.15	16	12	6	1.51	-	1.28	.346	.373	.719	9.17	6.82	6.82	1.35	18.64
Tracy, M 		0	0	2.0	0.00	3	0	0	2.00	-	2.00	.364	.333	.697	4.50	9.00	9.00	0.50	19.50
Tuivailala, S 		0	1	14.2	3.07	5	5	2	1.43	.000	1.40	.323	.421	.744	12.27	4.91	7.98	2.50	18.07
Valdez, J 		0	1	9.0	4.00	4	4	2	1.56	.000	0.75	.359	.543	.902	4.00	4.00	10.00	1.00	17.44
Varvaro, A 		0	1	11.0	4.09	5	5	0	1.82	.000	1.56	.392	.422	.814	6.55	4.91	11.45	1.33	18.09
Veal, D 		0	0	4.1	14.54	7	7	3	2.31	-	1.00	.478	.950	1.428	6.23	4.15	16.62	1.50	19.38
Vincent, N 		0	1	23.0	2.35	8	6	0	1.52	.000	0.54	.350	.348	.698	8.61	3.91	9.78	2.20	18.09
Volstad, C 		0	0	2.0	0.00	0	0	0	1.00	-	4.00	.286	.286	.571	0.00	0.00	9.00	-	10.00
Wagner, T 		0	2	13.2	7.24	11	11	1	2.12	.000	1.20	.446	.596	1.043	3.29	4.61	14.49	0.71	18.07
Walden, J 		0	1	10.1	0.87	1	1	0	1.06	.000	0.90	.262	.243	.505	10.45	3.48	6.10	3.00	15.10
Weber, R 		0	3	28.1	4.76	15	15	3	1.09	.000	2.80	.303	.396	.699	6.04	1.91	7.94	3.17	14.36
West, M 		0	0	3.0	0.00	0	0	0	1.00	-	0.50	.273	.300	.573	6.00	3.00	6.00	2.00	19.00
Wieland, J 		0	1	8.2	8.31	8	8	2	1.73	.000	0.91	.375	.618	.993	4.15	5.19	10.38	0.80	18.00
Wilk, A 		0	0	2.0	4.50	1	1	1	1.50	-	3.00	.400	.625	1.025	9.00	4.50	9.00	2.00	20.00
Wilson, J 		0	0	1.0	9.00	1	1	1	2.00	-	1.00	.500	1.250	1.750	0.00	0.00	18.00	-	16.00
Winkler, D 		0	0	1.2	10.80	2	2	2	1.80	-	2.00	.375	1.143	1.518	10.80	5.40	10.80	2.00	19.80
Wojciechowski, A 		0	1	16.1	7.16	13	13	2	1.84	.000	0.32	.380	.586	.965	8.82	3.86	12.67	2.29	19.04
Wolf, R 		0	5	34.2	6.23	28	24	5	1.76	.000	1.45	.385	.521	.906	7.27	3.89	11.94	1.87	18.00
Wooten, R 		0	0	6.0	12.00	8	8	1	1.83	-	1.40	.414	.545	.959	9.00	9.00	7.50	1.00	21.83
Wright, W 		0	0	7.1	3.68	4	3	1	1.23	-	0.55	.290	.385	.675	6.14	3.68	7.36	1.67	15.55
Ziegler, B 		0	3	68.0	1.85	17	14	3	0.96	.000	4.00	.253	.272	.524	4.76	2.25	6.35	2.12	14.03
Zito, B 		0	0	7.0	10.29	8	8	4	2.57	-	0.89	.486	.839	1.325	2.57	7.71	15.43	0.33	21.43
Zych, T 		0	0	18.1	2.45	6	5	1	1.09	-	1.00	.289	.338	.628	11.78	1.47	8.35	8.00	14.95
